run_id,status,error,experiment,trace_id,implementation,dataset,key_file,synthetic,format,key_bytes,max_load,operations_requested,universe_requested,mix,theta,reserve,hit_rate,missing_delete_rate,removed_search_rate,insert_order,seed,repetition,insert_count,insert_mean_ns,insert_p50_ns,insert_p99_ns,delete_count,delete_mean_ns,delete_p50_ns,delete_p99_ns,search_count,search_mean_ns,search_p50_ns,search_p99_ns,wall_time_ns,rotations,final_size,final_height,python,python_implementation,python_compiler,platform,machine
458ec46fe4a47947,sucesso,,escala-1e3,9e07c455a0456de5,sorted-list,amzn,/home/amanda/Documents/Graduacao/Unipampa/3_semestre/Estrutura de Dados/Avaliações/balanced-search-trees/SOSD/data/books_200M_uint32,,sosd,4,1000,1000,1000,45:25:30,0.99,0.1,0.7,0.05,0.5,sorted,5,4,486,2780,2863,3841,237,2891,2864,3423,277,2779,2863,3422,5366589,0,259,0,3.13.5,CPython,Clang 20.1.4 ,Linux-7.0.0-27-generic-x86_64-with-glibc2.43,x86_64
8b5dba137f0a4601,sucesso,,escala-1e3,9e07c455a0456de5,sorted-list,amzn,/home/amanda/Documents/Graduacao/Unipampa/3_semestre/Estrutura de Dados/Avaliações/balanced-search-trees/SOSD/data/books_200M_uint32,,sosd,4,1000,1000,1000,45:25:30,0.99,0.1,0.7,0.05,0.5,sorted,5,5,486,2725,2863,3423,237,2908,2864,3841,277,2855,2863,3841,5319585,0,259,0,3.13.5,CPython,Clang 20.1.4 ,Linux-7.0.0-27-generic-x86_64-with-glibc2.43,x86_64
488f0da0147cacc1,sucesso,,escala-1e3,e2b7aba098c4b5e9,avl,amzn,/home/amanda/Documents/Graduacao/Unipampa/3_semestre/Estrutura de Dados/Avaliações/balanced-search-trees/SOSD/data/books_200M_uint32,,sosd,4,1000,1000,1000,45:25:30,0.99,0.1,0.7,0.05,0.5,shuffle,5,1,468,9871,8591,13340,253,7696,7613,12990,279,2679,2445,3422,10009544,383,228,9,3.13.5,CPython,Clang 20.1.4 ,Linux-7.0.0-27-generic-x86_64-with-glibc2.43,x86_64
4e3c9b09c87e4f47,sucesso,,escala-1e3,e2b7aba098c4b5e9,avl,amzn,/home/amanda/Documents/Graduacao/Unipampa/3_semestre/Estrutura de Dados/Avaliações/balanced-search-trees/SOSD/data/books_200M_uint32,,sosd,4,1000,1000,1000,45:25:30,0.99,0.1,0.7,0.05,0.5,shuffle,5,2,468,9017,8590,21581,253,7634,7612,11873,279,2464,2375,3352,9478326,383,228,9,3.13.5,CPython,Clang 20.1.4 ,Linux-7.0.0-27-generic-x86_64-with-glibc2.43,x86_64
bd73f34f90260ce8,sucesso,,escala-1e3,e2b7aba098c4b5e9,avl,amzn,/home/amanda/Documents/Graduacao/Unipampa/3_semestre/Estrutura de Dados/Avaliações/balanced-search-trees/SOSD/data/books_200M_uint32,,sosd,4,1000,1000,1000,45:25:30,0.99,0.1,0.7,0.05,0.5,shuffle,5,3,468,8874,8521,13549,253,7482,7543,11733,279,2522,2375,3352,9481469,383,228,9,3.13.5,CPython,Clang 20.1.4 ,Linux-7.0.0-27-generic-x86_64-with-glibc2.43,x86_64
7fac8147e9115450,sucesso,,escala-1e3,e2b7aba098c4b5e9,avl,amzn,/home/amanda/Documents/Graduacao/Unipampa/3_semestre/Estrutura de Dados/Avaliações/balanced-search-trees/SOSD/data/books_200M_uint32,,sosd,4,1000,1000,1000,45:25:30,0.99,0.1,0.7,0.05,0.5,shuffle,5,4,468,8981,8590,14387,253,7497,7613,11245,279,2556,2444,3422,9586581,383,228,9,3.13.5,CPython,Clang 20.1.4 ,Linux-7.0.0-27-generic-x86_64-with-glibc2.43,x86_64
0911ee098a0b299d,sucesso,,escala-1e3,e2b7aba098c4b5e9,avl,amzn,/home/amanda/Documents/Graduacao/Unipampa/3_semestre/Estrutura de Dados/Avaliações/balanced-search-trees/SOSD/data/books_200M_uint32,,sosd,4,1000,1000,1000,45:25:30,0.99,0.1,0.7,0.05,0.5,shuffle,5,5,468,8913,8521,14318,253,7622,7613,12781,279,2429,2375,2934,9467920,383,228,9,3.13.5,CPython,Clang 20.1.4 ,Linux-7.0.0-27-generic-x86_64-with-glibc2.43,x86_64
3c4580fc41918b88,sucesso,,escala-1e3,e2b7aba098c4b5e9,sorted-list,amzn,/home/amanda/Documents/Graduacao/Unipampa/3_semestre/Estrutura de Dados/Avaliações/balanced-search-trees/SOSD/data/books_200M_uint32,,sosd,4,1000,1000,1000,45:25:30,0.99,0.1,0.7,0.05,0.5,shuffle,5,1,468,2924,2864,3841,253,3049,2864,3842,279,2893,2863,3841,5673754,0,228,0,3.13.5,CPython,Clang 20.1.4 ,Linux-7.0.0-27-generic-x86_64-with-glibc2.43,x86_64
6e3f6734e916b46c,sucesso,,escala-1e3,e2b7aba098c4b5e9,sorted-list,amzn,/home/amanda/Documents/Graduacao/Unipampa/3_semestre/Estrutura de Dados/Avaliações/balanced-search-trees/SOSD/data/books_200M_uint32,,sosd,4,1000,1000,1000,45:25:30,0.99,0.1,0.7,0.05,0.5,shuffle,5,2,468,2945,2864,3841,253,2957,2864,3841,279,2858,2863,3911,5573181,0,228,0,3.13.5,CPython,Clang 20.1.4 ,Linux-7.0.0-27-generic-x86_64-with-glibc2.43,x86_64
b15d65c1b226ec4d,sucesso,,escala-1e3,e2b7aba098c4b5e9,sorted-list,amzn,/home/amanda/Documents/Graduacao/Unipampa/3_semestre/Estrutura de Dados/Avaliações/balanced-search-trees/SOSD/data/books_200M_uint32,,sosd,4,1000,1000,1000,45:25:30,0.99,0.1,0.7,0.05,0.5,shuffle,5,3,468,2835,2863,3422,253,2933,2864,3423,279,2847,2863,3423,5493003,0,228,0,3.13.5,CPython,Clang 20.1.4 ,Linux-7.0.0-27-generic-x86_64-with-glibc2.43,x86_64
da2aaa5ee1d5a231,sucesso,,escala-1e3,e2b7aba098c4b5e9,sorted-list,amzn,/home/amanda/Documents/Graduacao/Unipampa/3_semestre/Estrutura de Dados/Avaliações/balanced-search-trees/SOSD/data/books_200M_uint32,,sosd,4,1000,1000,1000,45:25:30,0.99,0.1,0.7,0.05,0.5,shuffle,5,4,468,2891,2864,3841,253,2974,2864,3841,279,2802,2863,3422,5535746,0,228,0,3.13.5,CPython,Clang 20.1.4 ,Linux-7.0.0-27-generic-x86_64-with-glibc2.43,x86_64
